Flow,FCO2,FO2,TimeMinRel,TimeMinAbs,rawTime
-25.62,0.03586,0.2654,-3,102.743666666667,-180
-25.09,0.03774,0.264,-2.99966666666667,102.744,-179.98
-24.25,0.03899,0.2631,-2.99933333333333,102.744333333333,-179.96
-23.11,0.04024,0.2622,-2.999,102.744666666667,-179.94
-22.75,0.04107,0.2612,-2.99866666666667,102.745,-179.92
-21.84,0.0419,0.2601,-2.99833333333333,102.745333333333,-179.9
-20.12,0.04247,0.2597,-2.998,102.745666666667,-179.88
-20.98,0.04303,0.2594,-2.99766666666667,102.746,-179.86
-18.68,0.04346,0.2588,-2.99733333333333,102.746333333333,-179.84
-17.15,0.04389,0.2583,-2.997,102.746666666667,-179.82
-16.15,0.04426,0.2578,-2.99666666666667,102.747,-179.8
-15.65,0.04462,0.2573,-2.99633333333333,102.747333333333,-179.78
-14.15,0.04497,0.257,-2.996,102.747666666667,-179.76
-15.65,0.04531,0.2568,-2.99566666666667,102.748,-179.74
-14.34,0.04561,0.2563,-2.99533333333333,102.748333333333,-179.72
-14.63,0.0459,0.2558,-2.995,102.748666666667,-179.7
-14.86,0.04611,0.2558,-2.99466666666667,102.749,-179.68
-13.31,0.04632,0.2558,-2.99433333333333,102.749333333333,-179.66
-13.86,0.0464,0.2552,-2.994,102.749666666667,-179.64
-12.81,0.04648,0.2547,-2.99366666666667,102.75,-179.62
-11.92,0.04657,0.2547,-2.99333333333333,102.750333333333,-179.6
-10.51,0.04666,0.2547,-2.993,102.750666666667,-179.58
-11.69,0.04672,0.2545,-2.99266666666667,102.751,-179.56
-10.65,0.04677,0.2542,-2.99233333333333,102.751333333333,-179.54
-9.88,0.04687,0.254,-2.992,102.751666666667,-179.52
-10.77,0.04697,0.2537,-2.99166666666667,102.752,-179.5
-10.65,0.04709,0.2537,-2.99133333333333,102.752333333333,-179.48
-9.23,0.04721,0.2537,-2.991,102.752666666667,-179.46
-10.93,0.04733,0.2536,-2.99066666666667,102.753,-179.44
-9.52,0.04744,0.2535,-2.99033333333333,102.753333333333,-179.42
