Time,flow,pao,peso,pgastric,vol,ptp,ModifiedFlow,ModifiedPao,ModifiedPeso,TimeMinRel,TimeMinAbs
0,0.021,170.742,2.979,-4.946,2.75,173.724,-0.63,12.558,2.979,0,428.223
0.01,0.02,170.753,2.988,-4.94,2.75,173.743,-0.6,12.547,2.988,0.000166666666666667,428.223166666667
0.02,0.02,170.761,2.996,-4.94,2.75,173.76,-0.6,12.539,2.996,0.000333333333333333,428.223333333333
0.03,0.018,170.767,3.002,-4.937,2.75,173.771,-0.54,12.533,3.002,0.0005,428.2235
0.04,0.017,170.758,3.01,-4.937,2.75,173.771,-0.51,12.542,3.01,0.000666666666666667,428.223666666667
0.05,0.016,170.761,3.016,-4.937,2.75,173.78,-0.48,12.539,3.016,0.000833333333333333,428.223833333333
0.06,0.015,170.772,3.021,-4.935,2.75,173.796,-0.45,12.528,3.021,0.001,428.224
0.07,0.014,170.789,3.03,-4.929,2.75,173.822,-0.42,12.511,3.03,0.00116666666666667,428.224166666667
0.08,0.013,170.789,3.032,-4.929,2.75,173.824,-0.39,12.511,3.032,0.00133333333333333,428.224333333333
0.09,0.012,170.792,3.041,-4.926,2.75,173.836,-0.36,12.508,3.041,0.0015,428.2245
0.1,0.011,170.8,3.049,-4.926,2.75,173.855,-0.33,12.5,3.049,0.00166666666666667,428.224666666667
0.11,0.009,170.812,3.052,-4.926,2.75,173.869,-0.27,12.488,3.052,0.00183333333333333,428.224833333333
0.12,0.008,170.812,3.069,-4.929,2.75,173.886,-0.24,12.488,3.069,0.002,428.225
0.13,0.007,170.823,3.083,-4.926,2.75,173.908,-0.21,12.477,3.083,0.00216666666666667,428.225166666667
0.14,0.006,170.848,3.108,-4.923,2.75,173.959,-0.18,12.452,3.108,0.00233333333333333,428.225333333333
0.15,0.005,170.867,3.133,-4.921,2.75,174.006,-0.15,12.433,3.133,0.0025,428.2255
0.16,0.005,170.879,3.161,-4.921,2.75,174.043,-0.15,12.421,3.161,0.00266666666666667,428.225666666667
0.17,0.004,170.89,3.192,-4.915,2.75,174.085,-0.12,12.41,3.192,0.00283333333333333,428.225833333333
0.18,0.004,170.907,3.225,-4.912,2.75,174.135,-0.12,12.393,3.225,0.003,428.226
0.19,0.003,170.918,3.256,-4.91,2.75,174.177,-0.09,12.382,3.256,0.00316666666666667,428.226166666667
0.2,0.003,170.918,3.293,-4.904,2.75,174.216,-0.09,12.382,3.293,0.00333333333333333,428.226333333333
0.21,0.003,170.921,3.326,-4.898,2.75,174.25,-0.09,12.379,3.326,0.0035,428.2265
