Time,flow,pao,peso,pgastric,vol,ptp,ModifiedFlow,ModifiedPao,ModifiedPeso,TimeMinRel,TimeMinAbs
0.01,5.122,175.422,175.251,177.363,2.75,167.343,11.34,7.878,-8.04899999999999,0.000166666666666667,36.7701666666667
0.02,5.107,175.05,175.259,177.38,2.75,166.979,11.79,8.24999999999998,-8.04100000000001,0.000333333333333333,36.7703333333333
0.03,5.093,174.703,175.257,177.388,2.75,166.629,12.21,8.59699999999999,-8.04299999999999,0.0005,36.7705
0.04,5.081,174.431,175.24,177.408,2.75,166.341,12.57,8.86899999999998,-8.05999999999998,0.000666666666666667,36.7706666666667
0.05,5.074,174.208,175.22,177.422,2.75,166.098,12.78,9.092,-8.07999999999999,0.000833333333333333,36.7708333333333
0.06,5.068,174.031,175.195,177.436,2.75,165.896,12.96,9.26899999999999,-8.105,0.001,36.771
0.07,5.064,173.872,175.184,177.447,2.75,165.726,13.08,9.42799999999998,-8.116,0.00116666666666667,36.7711666666667
0.08,5.059,173.752,175.176,177.458,2.75,165.597,13.23,9.54799999999998,-8.12400000000001,0.00133333333333333,36.7713333333333
0.09,5.056,173.659,175.181,177.469,2.75,165.51,13.32,9.641,-8.11899999999998,0.0015,36.7715
0.1,5.054,173.612,175.19,177.472,2.75,165.471,13.38,9.688,-8.11,0.00166666666666667,36.7716666666667
0.11,5.053,173.561,175.201,177.483,2.75,165.435,13.41,9.73899999999999,-8.099,0.00183333333333333,36.7718333333333
0.12,5.049,173.522,175.212,177.486,2.75,165.404,13.53,9.778,-8.088,0.002,36.772
0.13,5.049,173.494,175.223,177.489,2.75,165.387,13.53,9.80599999999999,-8.07699999999998,0.00216666666666667,36.7721666666667
0.14,5.047,173.469,175.237,177.495,2.75,165.376,13.59,9.831,-8.063,0.00233333333333333,36.7723333333333
0.15,5.046,173.458,175.257,177.495,2.75,165.385,13.62,9.842,-8.04299999999999,0.0025,36.7725
0.16,5.046,173.464,175.282,177.489,2.75,165.415,13.62,9.83599999999999,-8.01799999999998,0.00266666666666667,36.7726666666667
0.17,5.044,173.464,175.31,177.486,2.75,165.443,13.68,9.83599999999999,-7.98999999999999,0.00283333333333333,36.7728333333333
0.18,5.043,173.466,175.332,177.481,2.75,165.471,13.71,9.83399999999999,-7.968,0.003,36.773
0.19,5.041,173.466,175.349,177.475,2.75,165.488,13.77,9.83399999999999,-7.951,0.00316666666666667,36.7731666666667
0.2,5.039,173.475,175.36,177.475,2.75,165.505,13.83,9.825,-7.93999999999998,0.00333333333333333,36.7733333333333
0.21,5.04,173.486,175.38,177.481,2.75,165.538,13.8,9.814,-7.92,0.0035,36.7735
0.22,5.038,173.514,175.424,177.481,2.75,165.608,13.86,9.78599999999998,-7.87599999999999,0.00366666666666667,36.7736666666667
0.23,5.037,173.545,175.486,177.472,2.75,165.701,13.89,9.75500000000001,-7.814,0.00383333333333333,36.7738333333333
0.24,5.033,173.592,175.581,177.472,2.75,165.843,14.01,9.70799999999998,-7.71900000000001,0.004,36.774
0.25,5.03,173.662,175.727,177.469,2.75,166.061,14.1,9.63799999999999,-7.57299999999999,0.00416666666666667,36.7741666666667
0.26,5.029,173.71,175.914,177.472,2.75,166.296,14.13,9.58999999999999,-7.38600000000001,0.00433333333333333,36.7743333333333
0.27,5.026,173.71,176.127,177.481,2.75,166.506,14.22,9.58999999999999,-7.17299999999998,0.0045,36.7745
0.28,5.024,173.707,176.345,177.483,2.75,166.722,14.28,9.593,-6.955,0.00466666666666667,36.7746666666667
0.29,5.023,173.682,176.552,177.483,2.75,166.906,14.31,9.61800000000001,-6.748,0.00483333333333333,36.7748333333333
0.3,5.024,173.595,176.773,177.483,2.75,167.038,14.28,9.70499999999999,-6.527,0.005,36.775
0.31,5.02,173.536,177.013,177.481,2.75,167.22,14.4,9.76399999999999,-6.28699999999999,0.00516666666666667,36.7751666666667
0.32,5.022,173.553,177.282,177.475,2.75,167.505,14.34,9.747,-6.01799999999998,0.00533333333333333,36.7753333333333
0.33,5.02,173.525,177.573,177.475,2.75,167.768,14.4,9.77499999999999,-5.72699999999999,0.0055,36.7755
0.34,5.015,173.573,-5.463,177.469,2.75,168.115,14.55,9.72699999999999,-5.463,0.00566666666666667,36.7756666666667
0.35,5.02,173.623,-5.164,177.461,2.75,168.462,14.4,9.677,-5.164,0.00583333333333333,36.7758333333333
0.36,5.019,173.564,-4.865,177.455,2.75,168.705,14.43,9.736,-4.865,0.006,36.776
0.37,5.014,173.612,-4.577,177.455,2.75,169.038,14.58,9.688,-4.577,0.00616666666666667,36.7761666666667
0.38,5.016,173.64,-4.311,177.45,2.75,169.332,14.52,9.66000000000001,-4.311,0.00633333333333333,36.7763333333333
0.39,5.014,173.587,-4.067,177.45,2.75,169.522,14.58,9.713,-4.067,0.0065,36.7765
0.4,5.01,173.668,-3.835,177.447,2.75,169.838,14.7,9.63199999999999,-3.835,0.00666666666666667,36.7766666666667
0.41,5.013,173.62,-3.614,177.444,2.75,170.009,14.61,9.67999999999999,-3.614,0.00683333333333333,36.7768333333333
0.42,5.008,173.561,-3.404,177.439,2.75,170.16,14.76,9.73899999999999,-3.404,0.007,36.777
0.43,5.011,173.601,-3.211,177.436,2.75,170.392,14.67,9.69899999999999,-3.211,0.00716666666666667,36.7771666666667
