Time,flow,pao,peso,pgastric,vol,ptp,ModifiedFlow,ModifiedPao,ModifiedPeso,TimeMinRel,TimeMinAbs
0,-0.016,176.488,177.022,0.02,2.75,170.179,0.48,6.81199999999999,-6.278,0,344.648
0.01,-0.021,176.625,177.167,0.017,2.75,170.465,0.63,6.67499999999999,-6.13299999999999,0.000166666666666667,344.648166666667
0.02,-0.026,176.773,177.327,0.02,2.75,170.77,0.78,6.527,-5.973,0.000333333333333333,344.648333333333
0.03,-0.03,176.93,177.483,0.017,2.75,171.086,0.9,6.36999999999999,-5.81699999999999,0.0005,344.6485
0.04,-0.041,176.98,-5.682,0.02,2.75,171.301,1.23,6.32,-5.682,0.000666666666666667,344.648666666667
0.05,-0.07,176.658,-5.525,0.017,2.75,171.136,2.1,6.64200000000001,-5.525,0.000833333333333333,344.648833333333
0.06,-0.119,176.099,-5.416,0.02,2.75,170.686,3.57,7.201,-5.416,0.001,344.649
0.07,-0.16,176.023,-5.388,0.02,2.75,170.638,4.8,7.277,-5.388,0.00116666666666667,344.649166666667
0.08,5.305,176.082,-5.399,0.017,2.75,170.686,5.85000000000001,7.218,-5.399,0.00133333333333333,344.649333333333
0.09,5.284,175.897,-5.416,0.017,2.75,170.484,6.48000000000001,7.403,-5.416,0.0015,344.6495
0.1,5.262,175.584,-5.419,0.02,2.75,170.168,7.14000000000001,7.71599999999999,-5.419,0.00166666666666667,344.649666666667
0.11,5.228,175.162,-5.433,0.02,2.75,169.732,8.16000000000001,8.13799999999999,-5.433,0.00183333333333333,344.649833333333
0.12,5.197,174.748,-5.463,0.017,2.75,169.287,9.09,8.552,-5.463,0.002,344.65
0.13,5.165,174.345,-5.525,0.02,2.75,168.823,10.05,8.95499999999999,-5.525,0.00216666666666667,344.650166666667
0.14,5.136,173.933,-5.603,0.017,2.75,168.333,10.92,9.367,-5.603,0.00233333333333333,344.650333333333
0.15,5.109,173.508,-5.693,0.017,2.75,167.821,11.73,9.79199999999998,-5.693,0.0025,344.6505
0.16,5.084,173.077,177.548,0.017,2.75,167.295,12.48,10.223,-5.75199999999999,0.00266666666666667,344.650666666667
0.17,5.061,172.574,177.453,0.017,2.75,166.697,13.17,10.726,-5.84699999999999,0.00283333333333333,344.650833333333
0.18,5.035,172.104,177.344,0.02,2.75,166.117,13.95,11.196,-5.956,0.003,344.651
0.19,5.021,171.774,177.226,0.02,2.75,165.67,14.37,11.526,-6.074,0.00316666666666667,344.651166666667
0.2,5.013,171.55,177.12,0.02,2.75,165.34,14.61,11.75,-6.17999999999999,0.00333333333333333,344.651333333333
0.21,5.001,171.251,177.03,0.02,2.75,164.951,14.97,12.049,-6.26999999999999,0.0035,344.6515
0.22,4.99,171.024,176.963,0.02,2.75,164.657,15.3,12.276,-6.337,0.00366666666666667,344.651666666667
0.23,4.981,170.851,176.902,0.017,2.75,164.422,15.57,12.449,-6.39800000000001,0.00383333333333333,344.651833333333
0.24,4.976,170.753,176.843,0.017,2.75,164.266,15.72,12.547,-6.45700000000001,0.004,344.652
0.25,4.973,170.658,176.792,0.02,2.75,164.12,15.81,12.642,-6.50799999999999,0.00416666666666667,344.652166666667
0.26,4.974,170.571,176.77,0.02,2.75,164.011,15.78,12.729,-6.52999999999998,0.00433333333333333,344.652333333333
0.27,4.971,170.512,176.764,0.02,2.75,163.949,15.87,12.788,-6.53599999999998,0.0045,344.6525
0.28,4.969,170.493,176.764,0.02,2.75,163.927,15.93,12.807,-6.53599999999998,0.00466666666666667,344.652666666667
0.29,4.966,170.414,176.75,0.017,2.75,163.835,16.02,12.886,-6.54999999999999,0.00483333333333333,344.652833333333
0.3,4.971,170.395,176.723,0.02,2.75,163.787,15.87,12.905,-6.57699999999998,0.005,344.653
0.31,4.965,170.367,176.678,0.017,2.75,163.714,16.05,12.933,-6.622,0.00516666666666667,344.653166666667
0.32,4.968,170.308,176.641,0.017,2.75,163.619,15.96,12.992,-6.659,0.00533333333333333,344.653333333333
0.33,4.968,170.314,176.605,0.017,2.75,163.589,15.96,12.986,-6.695,0.0055,344.6535
0.34,4.962,170.266,176.58,0.017,2.75,163.519,16.14,13.034,-6.71999999999998,0.00566666666666667,344.653666666667
0.35,4.965,170.277,176.569,0.017,2.75,163.519,16.05,13.023,-6.73100000000001,0.00583333333333333,344.653833333333
0.36,4.966,170.255,176.557,0.017,2.75,163.482,16.02,13.045,-6.74300000000001,0.006,344.654
0.37,4.967,170.277,176.541,0.02,2.75,163.491,15.99,13.023,-6.759,0.00616666666666667,344.654166666667
0.38,4.967,170.305,176.513,0.02,2.75,163.491,15.99,12.995,-6.78699999999999,0.00633333333333333,344.654333333333
0.39,4.969,170.266,176.479,0.02,2.75,163.415,15.93,13.034,-6.82099999999998,0.0065,344.6545
0.4,4.967,170.258,176.44,0.02,2.75,163.368,15.99,13.042,-6.86,0.00666666666666667,344.654666666667
0.41,4.968,170.249,176.409,0.017,2.75,163.328,15.96,13.051,-6.891,0.00683333333333333,344.654833333333
0.42,4.972,170.241,176.392,0.017,2.75,163.303,15.84,13.059,-6.908,0.007,344.655
0.43,4.97,170.188,176.364,0.017,2.75,163.222,15.9,13.112,-6.93599999999999,0.00716666666666667,344.655166666667
0.44,4.976,170.151,176.295,0.017,2.75,163.119,15.72,13.149,-7.00500000000001,0.00733333333333333,344.655333333333
0.45,4.981,170.056,176.199,0.017,2.75,162.926,15.57,13.244,-7.10099999999998,0.0075,344.6555
0.46,4.985,169.997,176.079,0.017,2.75,162.747,15.45,13.303,-7.22099999999999,0.00766666666666667,344.655666666667
0.47,4.985,169.964,175.962,0.017,2.75,162.595,15.45,13.336,-7.33800000000001,0.00783333333333333,344.655833333333
0.48,4.989,169.947,175.867,0.02,2.75,162.484,15.33,13.353,-7.433,0.008,344.656
0.49,4.992,169.93,175.805,0.017,2.75,162.405,15.24,13.37,-7.49499999999999,0.00816666666666667,344.656166666667
0.5,4.994,169.928,175.774,0.02,2.75,162.372,15.18,13.372,-7.52599999999999,0.00833333333333333,344.656333333333
0.51,4.995,169.978,175.746,0.02,2.75,162.397,15.15,13.322,-7.55399999999999,0.0085,344.6565
0.52,5,169.983,175.718,0.02,2.75,162.372,15,13.317,-7.58200000000001,0.00866666666666667,344.656666666667
0.53,5.001,169.992,175.682,0.02,2.75,162.346,14.97,13.308,-7.61800000000001,0.00883333333333333,344.656833333333
0.54,5.004,169.964,175.629,0.02,2.75,162.263,14.88,13.336,-7.671,0.009,344.657
0.55,5.008,169.936,175.573,0.02,2.75,162.179,14.76,13.364,-7.72699999999999,0.00916666666666667,344.657166666667
0.56,5.012,169.891,175.506,0.017,2.75,162.067,14.64,13.409,-7.79399999999999,0.00933333333333333,344.657333333333
0.57,5.012,169.79,175.424,0.017,2.75,161.885,14.64,13.51,-7.87599999999999,0.0095,344.6575
0.58,5.017,169.79,175.329,0.02,2.75,161.79,14.49,13.51,-7.97099999999999,0.00966666666666667,344.657666666667
0.59,5.019,169.779,175.231,0.02,2.75,161.681,14.43,13.521,-8.069,0.00983333333333333,344.657833333333
0.6,5.025,169.751,175.139,0.017,2.75,161.56,14.25,13.549,-8.16099999999998,0.01,344.658
0.61,5.035,169.721,175.038,0.02,2.75,161.429,13.95,13.579,-8.26199999999998,0.0101666666666667,344.658166666667
0.62,5.032,169.656,174.932,0.02,2.75,161.258,14.04,13.644,-8.36800000000001,0.0103333333333333,344.658333333333
0.63,5.036,169.628,174.823,0.017,2.75,161.121,13.92,13.672,-8.47699999999999,0.0105,344.6585
0.64,5.042,169.625,174.728,0.017,2.75,161.023,13.74,13.675,-8.57199999999998,0.0106666666666667,344.658666666667
0.65,5.05,169.637,174.638,0.02,2.75,160.945,13.5,13.663,-8.66199999999999,0.0108333333333333,344.658833333333
0.66,5.05,169.575,174.563,0.02,2.75,160.808,13.5,13.725,-8.73700000000001,0.011,344.659
0.67,5.055,169.491,174.479,0.017,2.75,160.64,13.35,13.809,-8.82099999999998,0.0111666666666667,344.659166666667
0.68,5.065,169.449,174.378,0.017,2.75,160.5,13.05,13.851,-8.92200000000001,0.0113333333333333,344.659333333333
0.69,5.066,169.39,174.258,0.02,2.75,160.321,13.02,13.91,-9.04199999999998,0.0115,344.6595
0.7,5.074,169.323,174.124,0.02,2.75,160.117,12.78,13.977,-9.176,0.0116666666666667,344.659666666667
0.71,5.08,169.318,173.981,0.017,2.75,159.971,12.6,13.982,-9.319,0.0118333333333333,344.659833333333
0.72,5.087,169.186,173.838,0.02,2.75,159.695,12.39,14.114,-9.462,0.012,344.66
0.73,5.095,169.111,173.696,0.02,2.75,159.476,12.15,14.189,-9.604,0.0121666666666667,344.660166666667
0.74,5.099,169.055,173.547,0.02,2.75,159.272,12.03,14.245,-9.753,0.0123333333333333,344.660333333333
0.75,5.107,169.013,173.391,0.02,2.75,159.073,11.79,14.287,-9.909,0.0125,344.6605
0.76,5.117,168.957,173.229,0.02,2.75,158.855,11.49,14.343,-10.071,0.0126666666666667,344.660666666667
