Time,flow,pao,peso,pgastric,vol,ptp,ModifiedFlow,ModifiedPao,ModifiedPeso,TimeMinRel,TimeMinAbs
0,4.873,167.894,12.412,0.185,2.75,-3.024,18.81,15.406,12.412,0,252.986333333333
0.01,4.863,167.841,12.454,0.185,2.75,-3.035,19.11,15.459,12.454,0.000166666666666667,252.9865
0.02,4.862,167.793,12.516,0.185,2.75,-3.018,19.14,15.507,12.516,0.000333333333333333,252.986666666667
0.03,4.859,167.72,12.611,0.185,2.75,-2.996,19.23,15.58,12.611,0.0005,252.986833333333
0.04,4.86,167.575,12.686,0.185,2.75,-3.069,19.2,15.725,12.686,0.000666666666666667,252.987
0.05,4.861,167.466,12.717,0.182,2.75,-3.147,19.17,15.834,12.717,0.000833333333333333,252.987166666667
0.06,4.86,167.306,12.714,0.185,2.75,-3.307,19.2,15.994,12.714,0.001,252.987333333333
0.07,4.862,167.083,12.689,0.185,2.75,-3.556,19.14,16.217,12.689,0.00116666666666667,252.9875
0.08,4.88,166.845,12.658,0.182,2.75,-3.827,18.6,16.455,12.658,0.00133333333333333,252.987666666667
0.09,4.865,166.82,12.614,0.182,2.75,-3.897,19.05,16.48,12.614,0.0015,252.987833333333
0.1,4.867,166.683,12.535,0.185,2.75,-4.112,18.99,16.617,12.535,0.00166666666666667,252.988
0.11,4.897,166.627,12.454,0.185,2.75,-4.249,18.09,16.673,12.454,0.00183333333333333,252.988166666667
0.12,4.855,167.032,12.362,0.182,2.75,-3.933,19.35,16.268,12.362,0.002,252.988333333333
0.13,4.867,167.097,12.244,0.185,2.75,-3.986,18.99,16.203,12.244,0.00216666666666667,252.9885
0.14,4.884,167.15,12.102,0.185,2.75,-4.079,18.48,16.15,12.102,0.00233333333333333,252.988666666667
0.15,4.884,167.038,11.923,0.185,2.75,-4.37,18.48,16.262,11.923,0.0025,252.988833333333
0.16,4.893,166.814,11.707,0.185,2.75,-4.809,18.21,16.486,11.707,0.00266666666666667,252.989
0.17,4.899,166.585,11.456,0.187,2.75,-5.29,18.03,16.715,11.456,0.00283333333333333,252.989166666667
0.18,4.909,166.319,11.176,0.185,2.75,177.497,17.73,16.981,11.176,0.003,252.989333333333
0.19,4.921,166.159,10.879,0.185,2.75,177.041,17.37,17.141,10.879,0.00316666666666667,252.9895
0.2,4.928,165.98,10.56,0.185,2.75,176.546,17.16,17.32,10.56,0.00333333333333333,252.989666666667
0.21,4.945,165.782,10.241,0.185,2.75,176.029,16.65,17.518,10.241,0.0035,252.989833333333
0.22,4.955,165.743,9.911,0.182,2.75,175.657,16.35,17.557,9.911,0.00366666666666667,252.99
0.23,4.96,165.692,9.567,0.182,2.75,175.262,16.2,17.608,9.567,0.00383333333333333,252.990166666667
0.24,4.981,165.622,9.212,0.185,2.75,174.84,15.57,17.678,9.212,0.004,252.990333333333
0.25,4.995,165.519,8.848,0.185,2.75,174.373,15.15,17.781,8.848,0.00416666666666667,252.9905
0.26,5.011,165.348,8.482,0.185,2.75,173.836,14.67,17.952,8.482,0.00433333333333333,252.990666666667
0.27,5.025,165.183,8.121,0.185,2.75,173.31,14.25,18.117,8.121,0.0045,252.990833333333
0.28,5.04,165.049,7.766,0.185,2.75,172.817,13.8,18.251,7.766,0.00466666666666667,252.991
0.29,5.059,164.912,7.427,0.185,2.75,172.345,13.23,18.388,7.427,0.00483333333333333,252.991166666667
0.3,5.075,164.814,7.1,0.182,2.75,171.917,12.75,18.486,7.1,0.005,252.991333333333
0.31,5.09,164.694,6.789,0.182,2.75,171.489,12.3,18.606,6.789,0.00516666666666667,252.9915
0.32,5.109,164.657,6.493,0.185,2.75,171.153,11.73,18.643,6.493,0.00533333333333333,252.991666666667
0.33,5.122,164.556,6.21,0.185,2.75,170.77,11.34,18.744,6.21,0.0055,252.991833333333
0.34,5.141,164.489,5.933,0.185,2.75,170.428,10.77,18.811,5.933,0.00566666666666667,252.992
0.35,5.154,164.487,5.67,0.185,2.75,170.16,10.38,18.813,5.67,0.00583333333333333,252.992166666667
0.36,5.168,164.447,5.421,0.185,2.75,169.874,9.96,18.853,5.421,0.006,252.992333333333
0.37,5.184,164.436,5.198,0.185,2.75,169.637,9.48,18.864,5.198,0.00616666666666667,252.9925
0.38,5.197,164.447,4.993,0.185,2.75,169.444,9.09,18.853,4.993,0.00633333333333333,252.992666666667
0.39,5.209,164.445,4.823,0.185,2.75,169.27,8.73000000000001,18.855,4.823,0.0065,252.992833333333
0.4,5.223,164.45,4.672,0.185,2.75,169.125,8.31,18.85,4.672,0.00666666666666667,252.993
0.41,5.234,164.467,4.546,0.182,2.75,169.016,7.98,18.833,4.546,0.00683333333333333,252.993166666667
0.42,5.245,164.489,4.442,0.185,2.75,168.934,7.65,18.811,4.442,0.007,252.993333333333
0.43,5.256,164.517,4.356,0.185,2.75,168.876,7.31999999999999,18.783,4.356,0.00716666666666667,252.9935
0.44,5.265,164.54,4.291,0.185,2.75,168.834,7.05000000000001,18.76,4.291,0.00733333333333333,252.993666666667
0.45,5.275,164.548,4.224,0.185,2.75,168.778,6.74999999999999,18.752,4.224,0.0075,252.993833333333
0.46,5.283,164.559,4.16,0.182,2.75,168.725,6.50999999999999,18.741,4.16,0.00766666666666667,252.994
0.47,5.293,164.579,4.095,0.185,2.75,168.677,6.21,18.721,4.095,0.00783333333333333,252.994166666667
